"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(FTM)","Value_OUT(FTM)","CurrentValue @ $2.92/FTM","TxnFee(FTM)","TxnFee(USD)","Historical $Price/FTM","Status","ErrCode","Method"
"0xc8a71e5fe310025380c44075410d4d64c5960f326fbe8563d9f42f152b20674d","4768465","1619827320","2021-05-01 00:02:00","0x3d4b70a4331b572d5154f9fe617f2faf0e2be69e","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","0","0","0","0.000246854","0.00072081368","0.81","","","Swap Exact Tokens For ETH",""
"0x48c825be0284c7690809b43e036154762324598b3ba6c3011100a21d1d93edc1","4768478","1619827331","2021-05-01 00:02:11","0x7362c930840e13dc940e5a61df6c35180618f34f","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","29.941403425584089209","0","87.4288980027055","0.000141223","0.00041237116","0.81","","","Add Liquidity ETH",""
"0x49e436727565325e77d55e0699f99c359b999c69c81d99dd39512ca78d552f20","4768485","1619827335","2021-05-01 00:02:15","0xf859cfde97aaad13eb2c7daebcf68b9c63ab1bb4","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","0","0","0","0.000212474","0.00062042408","0.81","","","Swap Exact Tokens For ETH",""
"0x2864febbd181804df3bd4d074ba288031d8ab1229dc3ee4a0c5733261c92986d","4768519","1619827358","2021-05-01 00:02:38","0x7362c930840e13dc940e5a61df6c35180618f34f","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","24.951063885716186473","0","72.8571065462913","0.000141237","0.00041241204","0.81","","","Add Liquidity ETH",""
"0x8e312f42b16224225f597e4a320e5114d559dd46ed9d593b2a044406085bb894","4768521","1619827359","2021-05-01 00:02:39","0x3d4b70a4331b572d5154f9fe617f2faf0e2be69e","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","310.383091975408597357","0","906.318628568193","0.000277042","0.00080896264","0.81","","","Add Liquidity ETH",""
"0x0582cd28e25b2d7fab4607318bb4c66b56a263484fa6345e8b36ad96608264e0","4768532","1619827367","2021-05-01 00:02:47","0x92f55236c72a35642e91b5ba570b6b7c46a955e1","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","26.450585606343294941","0","77.2357099705224","0.000141223","0.00041237116","0.81","","","Add Liquidity ETH",""
"0x48444eed01a89bd7d882340b5bff97f1d43e6143ee7439ad19c9ed62dd00dfe0","4768544","1619827376","2021-05-01 00:02:56","0x7948d88e813713e04877e681145dd60f5f1da25f","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","1","0","2.92","0.000139497","0.00040733124","0.81","","","Swap Exact ETH For Tokens",""
"0x37598f8d96d87fdc492867d6b7b80f0561984299add5131f593ed9267e002001","4768623","1619827433","2021-05-01 00:03:53","0x75f0e5f888d1f49adfb4b6600982c2fdac1413f2","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","0","0","0","0.00026305","0.000768106","0.81","","","Add Liquidity",""
"0x8df45370b66f1dc54c8c0eb4f709394983afe96120986f7ea830fd7e8397d6f5","4768628","1619827437","2021-05-01 00:03:57","0x05b5f0f2c0107ee203132903a5dac30e587e7ad2","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","8.009974384927873084","0","23.3891252039894","0.00012748","0.0003722416","0.81","","","Swap Exact ETH For Tokens",""
"0xcf2bcb917286480b4dbc19258ebb6ffc09675649ad18f6c93d8ee36856676a2e","4768639","1619827444","2021-05-01 00:04:04","0x2e3dab89a118412bd43d24ef8bd7cdeaf0d2d123","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","1","0","2.92","0.00016745729","0.0004889752868","0.81","","","Swap Exact ETH For Tokens",""
"0x2a63347192fb7f2154b062c587bda09200819b096e95887ebc3a352ef3c2e188","4768650","1619827451","2021-05-01 00:04:11","0x82561def6992154a4e36a9442060408376379899","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","5293.006557987102658027","0","15455.5791493223","0.000141284","0.00041254928","0.81","","","Add Liquidity ETH",""
